loan_id,age,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,employment_years,num_credit_lines,debt_to_income,loan_purpose,home_ownership,default
L02783,44,48597,37009,60,21.27,389,25,6,0.762,vacation,MORTGAGE,0
L02784,46,41426,15601,48,10.86,505,21,4,0.377,home_improvement,MORTGAGE,0
L02785,64,48467,9711,60,20.61,326,23,6,0.2,vacation,RENT,0
L02786,40,63979,23364,48,15.75,677,1,2,0.365,debt_consolidation,OWN,0
L02787,26,28156,35706,24,10.71,714,27,9,1.268,education,MORTGAGE,0
L02788,32,84703,31610,48,10.61,526,18,3,0.373,education,RENT,0
L02789,33,65347,39069,12,11.86,367,23,7,0.598,car,MORTGAGE,0
L02790,31,45354,5970,60,16.83,661,19,1,0.132,vacation,OWN,0
L02791,29,69641,5999,60,9.39,559,19,8,0.086,home_improvement,RENT,0
L02792,45,77002,23034,36,22.49,362,1,4,0.299,home_improvement,RENT,0
L02793,49,49053,38176,36,15.92,691,14,5,0.778,car,RENT,0
L02794,62,51101,48575,12,22.48,545,26,7,0.951,debt_consolidation,MORTGAGE,0
L02795,57,81882,43730,60,5.88,577,25,3,0.534,car,MORTGAGE,0
L02796,58,93141,18632,60,11.51,646,11,9,0.2,vacation,OWN,0
L02797,42,55529,15385,36,5.43,671,28,9,0.277,education,MORTGAGE,1
L02798,29,34152,7950,36,10.17,422,0,8,0.233,debt_consolidation,MORTGAGE,0
L02799,30,46529,37694,48,21.38,356,22,1,0.81,debt_consolidation,RENT,0
L02800,36,73594,9975,60,5.7,459,13,2,0.136,home_improvement,OWN,0
L02801,61,36456,23314,60,13.29,426,3,2,0.64,debt_consolidation,MORTGAGE,1
L02802,39,51250,25398,48,7.23,610,21,3,0.496,vacation,RENT,0
L02803,63,60266,27277,60,12.92,817,23,2,0.453,vacation,RENT,0
L02804,41,38391,28761,12,20.94,564,10,1,0.749,vacation,MORTGAGE,0
L02805,27,74735,33533,36,16.84,587,6,5,0.449,education,OWN,1
L02806,33,67491,8966,36,19.0,719,12,6,0.133,medical,RENT,0
L02807,23,91171,43901,36,11.63,827,13,7,0.482,debt_consolidation,RENT,0
L02808,28,69066,8587,24,22.94,439,6,7,0.124,debt_consolidation,RENT,0
L02809,37,37703,24880,12,18.48,774,21,2,0.66,vacation,RENT,0
L02810,24,64546,7091,12,13.01,828,10,7,0.11,home_improvement,RENT,0
L02811,24,72784,43753,48,13.1,688,19,2,0.601,education,RENT,0
L02812,48,73710,33130,24,22.45,810,19,2,0.449,debt_consolidation,RENT,0
L02813,64,41016,19061,60,15.95,837,24,6,0.465,medical,OWN,0
L02814,61,38865,24293,12,18.42,512,10,6,0.625,debt_consolidation,RENT,0
L02815,59,34486,3561,24,12.92,812,20,8,0.103,car,RENT,0
L02816,54,83885,43412,24,9.25,564,8,5,0.518,medical,RENT,0
L02817,49,66211,49553,12,18.75,642,26,5,0.748,home_improvement,RENT,0
L02818,22,40218,5656,48,16.55,337,27,1,0.141,medical,RENT,0
L02819,29,57289,23618,24,14.53,532,24,4,0.412,medical,OWN,0
L02820,58,52773,22530,36,16.86,559,3,1,0.427,debt_consolidation,OWN,0
L02821,53,37493,23872,24,8.96,607,1,5,0.637,medical,RENT,0
L02822,64,55651,30330,60,20.08,702,1,8,0.545,vacation,MORTGAGE,0
L02823,58,58432,18139,12,23.02,560,24,1,0.31,education,OWN,0
L02824,25,89762,34977,60,21.93,775,8,3,0.39,medical,RENT,0
L02825,51,43197,6983,48,11.11,405,18,1,0.162,debt_consolidation,RENT,0
L02826,27,24230,41909,36,12.71,546,14,6,1.73,vacation,MORTGAGE,0
L02827,40,36118,44886,12,20.36,603,20,1,1.243,home_improvement,MORTGAGE,0
L02828,53,38932,23329,24,16.31,642,20,3,0.599,car,RENT,0
L02829,30,47315,38734,36,15.41,746,17,5,0.819,medical,RENT,0
L02830,33,36162,44837,24,22.61,337,15,5,1.24,vacation,OWN,1
L02831,32,69798,10818,48,15.18,345,1,2,0.155,vacation,OWN,1
L02832,37,34911,12918,12,14.78,519,25,3,0.37,home_improvement,RENT,0
L02833,22,55360,44418,48,5.8,555,11,9,0.802,home_improvement,OWN,0
L02834,42,91003,3250,48,6.32,436,28,1,0.036,car,RENT,0
L02835,51,64964,6758,48,5.14,530,0,1,0.104,car,RENT,0
L02836,34,63113,39131,48,22.35,337,1,2,0.62,debt_consolidation,OWN,0
L02837,55,88431,4163,24,12.76,454,13,8,0.047,car,MORTGAGE,0
L02838,25,77421,44583,60,13.9,802,26,6,0.576,car,RENT,0
L02839,49,65172,36621,24,21.06,404,6,4,0.562,vacation,MORTGAGE,0
L02840,59,49406,19137,36,16.58,554,16,7,0.387,medical,RENT,0
L02841,52,54591,34103,48,16.58,703,14,6,0.625,medical,RENT,0
L02842,48,53716,23832,36,10.63,787,16,9,0.444,education,MORTGAGE,0
L02843,26,47774,3868,24,20.84,757,8,6,0.081,car,OWN,0
L02844,46,58816,43862,48,8.15,827,12,2,0.746,education,OWN,0
L02845,24,61313,21728,24,6.01,824,1,3,0.354,education,RENT,0
L02846,54,32596,40006,48,8.64,669,26,9,1.227,debt_consolidation,RENT,0
L02847,25,84376,30029,24,10.09,401,14,7,0.356,debt_consolidation,OWN,0
L02848,46,62376,41857,12,10.36,840,19,6,0.671,medical,RENT,0
L02849,41,50269,30183,60,17.74,811,10,5,0.6,home_improvement,RENT,0
L02850,55,58981,24785,60,9.14,688,18,3,0.42,vacation,OWN,0
L02851,47,71746,20940,48,17.86,662,13,4,0.292,car,RENT,0
L02852,26,28599,7280,12,6.73,414,26,1,0.255,vacation,RENT,0
L02853,56,53108,39012,36,7.8,642,3,5,0.735,car,MORTGAGE,0
L02854,49,33654,4164,12,14.67,373,26,7,0.124,car,RENT,0
L02855,50,102826,29188,48,22.52,434,29,2,0.284,education,OWN,0
L02856,30,57487,49917,12,21.33,679,10,8,0.868,medical,MORTGAGE,0
L02857,59,33800,16088,36,23.41,789,15,6,0.476,vacation,RENT,0
L02858,27,119790,20405,48,17.36,424,22,3,0.17,vacation,RENT,0
L02859,40,45351,4821,60,17.84,337,25,2,0.106,home_improvement,OWN,0
L02860,32,51236,24516,12,16.88,609,29,8,0.478,home_improvement,OWN,0
L02861,23,52537,12473,60,16.83,405,1,4,0.237,vacation,OWN,0
L02862,30,39736,48454,60,7.8,524,1,7,1.219,home_improvement,RENT,1
L02863,42,59452,44530,24,15.33,541,8,7,0.749,home_improvement,RENT,0
L02864,45,15206,40737,36,12.34,696,21,9,2.679,car,RENT,1
L02865,55,74546,14178,12,13.41,452,26,8,0.19,medical,MORTGAGE,0
L02866,43,34699,40936,60,14.95,835,22,8,1.18,car,RENT,0
L02867,24,47524,29018,60,7.44,701,20,7,0.611,education,MORTGAGE,0
L02868,33,68527,19097,36,11.83,445,28,5,0.279,home_improvement,MORTGAGE,0
L02869,49,51319,16096,60,6.21,490,20,9,0.314,car,RENT,0
L02870,51,52056,41971,60,23.61,500,3,7,0.806,car,RENT,0
L02871,47,36782,5545,60,7.25,311,7,3,0.151,debt_consolidation,RENT,0
L02872,42,92721,26798,60,9.91,351,22,6,0.289,car,OWN,0
L02873,49,64566,2863,24,21.93,601,25,3,0.044,car,MORTGAGE,0
L02874,47,35509,18148,24,14.17,599,17,6,0.511,medical,RENT,0
L02875,54,58207,23009,48,7.58,820,14,8,0.395,vacation,RENT,0
L02876,42,34237,19809,12,12.3,439,1,9,0.579,debt_consolidation,RENT,0
L02877,56,86003,20688,36,7.2,399,21,2,0.241,debt_consolidation,RENT,0
L02878,55,58593,2653,48,8.8,784,27,6,0.045,debt_consolidation,OWN,0
L02879,62,37440,10129,24,5.99,436,10,3,0.271,education,OWN,0
L02880,39,67556,28418,24,13.33,665,16,7,0.421,debt_consolidation,RENT,0
L02881,32,49994,25118,24,20.33,833,6,4,0.502,medical,OWN,0
L02882,44,31811,2443,48,16.13,806,7,5,0.077,vacation,RENT,0
L02883,43,61858,29041,24,16.52,460,29,6,0.469,education,RENT,0
L02884,38,61351,25843,48,8.81,474,9,8,0.421,medical,RENT,1
L02885,26,75479,23053,24,11.53,387,23,2,0.305,debt_consolidation,OWN,0
L02886,32,56161,32848,60,21.06,698,2,4,0.585,vacation,RENT,0
L02887,51,56927,39874,60,6.67,779,12,4,0.7,medical,RENT,0
L02888,36,57882,39204,12,21.3,844,22,6,0.677,vacation,RENT,0
L02889,48,83715,44240,24,14.19,776,16,4,0.528,education,RENT,0
L02890,56,49418,37807,12,20.91,582,12,5,0.765,medical,RENT,0
L02891,54,63450,30213,48,11.04,751,26,5,0.476,vacation,RENT,0
L02892,41,66101,10291,12,11.44,381,18,8,0.156,medical,RENT,0
L02893,37,61295,45046,24,19.28,512,28,4,0.735,debt_consolidation,RENT,0
L02894,55,48737,18285,48,19.91,819,21,6,0.375,debt_consolidation,RENT,0
L02895,23,57170,28886,48,9.36,433,8,7,0.505,debt_consolidation,OWN,0
L02896,56,53314,15944,60,23.48,746,20,8,0.299,education,MORTGAGE,0
L02897,61,90265,37505,48,6.61,417,28,9,0.415,medical,OWN,0
L02898,49,46760,25340,48,6.3,542,15,8,0.542,vacation,RENT,0
L02899,60,38573,32025,12,16.31,449,29,4,0.83,vacation,RENT,0
L02900,27,54888,3607,48,18.73,832,4,4,0.066,home_improvement,RENT,0
L02901,30,53619,4953,36,23.26,678,8,5,0.092,car,RENT,0
L02902,41,58543,46941,60,12.69,824,27,3,0.802,debt_consolidation,RENT,0
L02903,22,46765,7933,60,5.48,812,8,2,0.17,debt_consolidation,RENT,0
L02904,29,56986,13386,48,16.46,416,5,2,0.235,debt_consolidation,MORTGAGE,0
L02905,44,57332,49989,12,10.5,616,20,9,0.872,home_improvement,RENT,0
L02906,24,71307,6682,60,13.23,311,9,8,0.094,home_improvement,MORTGAGE,0
L02907,25,56674,49621,60,14.28,389,17,6,0.876,home_improvement,MORTGAGE,0
L02908,46,56844,46052,36,6.23,687,10,9,0.81,debt_consolidation,MORTGAGE,0
L02909,59,64294,13154,48,14.23,382,23,5,0.205,vacation,MORTGAGE,0
L02910,36,70617,11047,60,13.1,695,27,1,0.156,debt_consolidation,RENT,0
L02911,42,37293,24993,60,18.54,844,23,8,0.67,home_improvement,RENT,0
L02912,56,32458,12338,60,17.27,399,14,3,0.38,home_improvement,RENT,0
L02913,35,85518,16323,60,8.52,756,6,9,0.191,car,RENT,0
L02914,57,67673,39693,12,8.92,627,13,1,0.587,medical,RENT,0
L02915,33,51051,25634,24,9.77,373,7,3,0.502,car,MORTGAGE,0
L02916,38,55354,28292,36,8.4,395,18,1,0.511,car,RENT,0
L02917,60,47933,40551,12,17.49,391,14,1,0.846,debt_consolidation,RENT,1
L02918,30,58803,47111,36,23.89,629,18,6,0.801,medical,MORTGAGE,0
L02919,56,37506,11917,60,17.39,474,17,4,0.318,medical,RENT,0
L02920,34,70123,12145,36,16.53,614,16,4,0.173,debt_consolidation,RENT,0
L02921,36,58158,31717,48,12.79,796,2,5,0.545,vacation,RENT,0
L02922,39,58809,41491,48,10.94,568,2,3,0.706,education,MORTGAGE,0
L02923,54,38909,18905,24,22.31,727,6,2,0.486,debt_consolidation,OWN,0
L02924,27,64436,32273,24,23.41,334,27,8,0.501,vacation,OWN,0
L02925,48,39322,28234,36,14.44,418,9,7,0.718,vacation,RENT,0
L02926,44,42541,15349,12,10.51,670,24,4,0.361,medical,MORTGAGE,0
L02927,48,56577,3002,12,19.63,750,27,2,0.053,debt_consolidation,RENT,0
L02928,55,100131,41034,60,7.52,608,16,9,0.41,debt_consolidation,MORTGAGE,0
L02929,59,58086,34573,12,19.55,656,14,8,0.595,medical,MORTGAGE,0
L02930,35,15000,29803,24,20.56,675,7,4,1.987,car,OWN,0
L02931,57,43434,13330,12,7.37,404,16,5,0.307,debt_consolidation,OWN,0
L02932,29,67307,28504,60,23.56,689,2,6,0.423,education,RENT,0
L02933,56,34687,16980,48,23.72,475,3,4,0.49,education,RENT,0
L02934,40,69959,9017,12,22.8,405,26,2,0.129,home_improvement,MORTGAGE,0
L02935,51,57858,43353,12,14.42,462,7,5,0.749,home_improvement,RENT,0
L02936,35,72843,18011,24,9.68,566,12,1,0.247,debt_consolidation,MORTGAGE,0
L02937,41,44940,20001,36,16.06,578,0,7,0.445,vacation,MORTGAGE,0
L02938,46,43537,19044,48,12.98,602,27,9,0.437,education,RENT,0
L02939,61,65169,40292,36,8.91,426,17,3,0.618,education,OWN,0
L02940,45,54864,7250,60,13.05,545,10,6,0.132,medical,RENT,0
L02941,35,53775,42280,60,17.61,533,20,9,0.786,education,RENT,0
L02942,47,83241,25289,36,6.35,738,5,4,0.304,vacation,RENT,0
L02943,59,65874,35087,24,11.33,436,15,6,0.533,home_improvement,RENT,0
L02944,44,19181,12416,24,5.34,448,20,3,0.647,home_improvement,MORTGAGE,0
L02945,43,69383,27159,24,19.24,355,28,9,0.391,medical,RENT,0
L02946,40,67581,38368,48,17.17,655,18,7,0.568,home_improvement,OWN,0
L02947,24,76328,7279,60,6.19,556,25,7,0.095,car,RENT,0
L02948,63,38085,27157,60,23.33,362,22,4,0.713,home_improvement,MORTGAGE,0
L02949,40,60846,17494,60,5.43,362,27,6,0.288,education,OWN,0
L02950,30,57009,47166,48,16.21,328,16,8,0.827,vacation,RENT,1
L02951,49,37762,27574,60,19.75,599,17,6,0.73,vacation,MORTGAGE,0
L02952,41,72041,27333,36,19.97,514,10,6,0.379,car,MORTGAGE,0
L02953,28,50652,35050,12,5.65,440,13,4,0.692,vacation,MORTGAGE,0
L02954,35,75749,34263,48,22.22,806,11,8,0.452,vacation,MORTGAGE,0
L02955,30,41628,34539,12,22.45,798,24,8,0.83,vacation,OWN,0
L02956,40,28709,16030,36,15.67,801,29,9,0.558,debt_consolidation,MORTGAGE,0
L02957,35,50633,24721,24,14.16,490,19,6,0.488,car,RENT,0
L02958,59,59174,7166,24,5.85,348,23,2,0.121,car,RENT,0
L02959,57,45384,9121,24,15.68,662,24,4,0.201,home_improvement,MORTGAGE,0
L02960,61,15000,16677,48,12.78,795,6,4,1.112,education,RENT,0
L02961,38,61905,33241,24,19.68,576,16,8,0.537,car,RENT,0
L02962,51,61821,18373,48,12.67,346,4,5,0.297,medical,RENT,0
L02963,30,67369,23873,48,17.99,515,21,4,0.354,car,RENT,0
L02964,54,48151,39664,12,6.93,529,13,8,0.824,medical,RENT,0
L02965,46,47169,3293,24,7.53,622,26,3,0.07,vacation,OWN,0
L02966,35,80925,24443,60,7.65,720,23,2,0.302,education,MORTGAGE,0
L02967,32,26642,41725,24,5.86,524,25,4,1.566,medical,RENT,0
L02968,56,50551,20595,24,15.29,586,12,1,0.407,education,MORTGAGE,0
L02969,62,57561,11740,24,20.09,345,23,1,0.204,education,RENT,0
L02970,35,65908,14559,60,16.6,313,28,5,0.221,debt_consolidation,RENT,0
L02971,51,58055,44741,60,15.92,674,11,1,0.771,education,OWN,0
L02972,62,38404,41044,48,17.93,632,13,4,1.069,vacation,MORTGAGE,0
L02973,25,76017,23747,60,11.45,465,24,8,0.312,medical,RENT,0
L02974,25,55034,42920,48,11.88,806,8,8,0.78,education,RENT,0
L02975,49,24975,9973,12,10.97,416,3,2,0.399,vacation,RENT,0
L02976,29,58765,17333,48,18.53,738,21,3,0.295,debt_consolidation,MORTGAGE,0
L02977,23,63554,32129,24,8.07,603,18,3,0.506,vacation,RENT,0
L02978,62,90293,2037,36,5.25,756,0,1,0.023,vacation,RENT,0
L02979,43,62357,40758,36,16.33,570,28,3,0.654,car,MORTGAGE,0
L02980,62,28323,34311,24,22.91,515,12,8,1.211,home_improvement,OWN,1
L02981,37,28955,40206,48,16.58,412,5,6,1.389,medical,MORTGAGE,0
L02982,50,77656,30207,24,19.88,315,0,5,0.389,home_improvement,MORTGAGE,1
L02983,51,40549,45624,60,17.78,515,24,9,1.125,debt_consolidation,OWN,0
L02984,33,27107,35241,48,14.45,726,26,7,1.3,debt_consolidation,OWN,0
L02985,56,73009,2058,24,18.65,434,21,6,0.028,vacation,RENT,0
L02986,32,46436,4636,60,20.66,342,16,5,0.1,home_improvement,MORTGAGE,0
L02987,42,72046,32635,60,9.27,583,26,5,0.453,medical,RENT,0
L02988,42,38535,16834,48,11.39,397,28,9,0.437,medical,MORTGAGE,0
L02989,26,81528,17577,12,9.25,359,2,6,0.216,vacation,RENT,0
L02990,41,70697,29190,12,13.59,529,16,4,0.413,medical,RENT,0
L02991,58,41991,9296,60,21.82,684,1,4,0.221,car,RENT,0
L02992,24,25112,23383,12,11.56,458,21,4,0.931,home_improvement,OWN,0
L02993,54,96492,47438,60,12.11,770,6,6,0.492,debt_consolidation,RENT,0
L02994,30,51216,26660,12,21.35,507,0,1,0.521,medical,RENT,0
L02995,30,41270,44493,60,14.79,473,25,9,1.078,medical,RENT,0
L02996,25,79953,4674,60,15.17,380,20,2,0.058,medical,RENT,0
L02997,56,72023,45833,60,21.36,317,21,2,0.636,vacation,OWN,0
L02998,38,76290,24820,60,14.32,590,14,5,0.325,debt_consolidation,RENT,0
L02999,55,53226,21504,36,17.95,659,3,4,0.404,home_improvement,RENT,0
L03000,45,88858,27666,12,6.63,578,5,3,0.311,medical,OWN,0
L03001,53,31408,45794,60,8.39,696,20,5,1.458,car,MORTGAGE,0
L03002,22,45063,4076,24,12.68,441,12,7,0.09,education,OWN,0
L03003,29,62017,39555,48,14.4,816,28,2,0.638,vacation,MORTGAGE,0
L03004,44,76026,34406,24,23.35,550,26,6,0.453,home_improvement,RENT,0
L03005,61,66900,42262,24,23.44,839,22,4,0.632,medical,MORTGAGE,0
L03006,33,53508,27784,36,21.17,536,12,2,0.519,home_improvement,OWN,0
L03007,33,46447,23125,12,11.0,431,19,1,0.498,vacation,OWN,0
L03008,36,76123,25216,36,23.32,605,0,8,0.331,education,OWN,0
L03009,62,68759,4581,12,18.1,657,1,5,0.067,car,RENT,0
L03010,40,39258,17600,60,12.47,584,5,2,0.448,medical,RENT,0
L03011,47,38723,32284,36,18.33,592,29,8,0.834,car,OWN,0
L03012,50,45181,22171,48,5.31,462,28,3,0.491,vacation,RENT,1
L03013,43,42872,27091,12,7.78,718,25,7,0.632,car,OWN,0
L03014,61,73537,16333,36,20.76,767,28,2,0.222,vacation,MORTGAGE,0
L03015,42,62843,32535,48,17.27,806,10,7,0.518,education,RENT,1
L03016,59,65040,25487,24,11.92,777,17,4,0.392,car,RENT,0
L03017,41,58450,12404,60,14.51,661,12,1,0.212,home_improvement,RENT,0
L03018,50,59297,45934,60,22.2,611,20,5,0.775,home_improvement,RENT,0
L03019,25,26527,35700,24,17.0,544,11,4,1.346,vacation,RENT,0
L03020,28,69295,20047,36,12.56,776,19,8,0.289,home_improvement,RENT,0
L03021,49,44857,43516,24,7.29,735,6,1,0.97,education,RENT,0
L03022,49,54403,17577,48,10.58,549,19,2,0.323,car,RENT,0
L03023,25,46482,26298,12,23.59,321,6,5,0.566,car,RENT,1
L03024,43,57625,17015,36,13.31,776,26,2,0.295,medical,MORTGAGE,0
L03025,33,65315,27568,12,13.96,810,23,1,0.422,vacation,MORTGAGE,0
L03026,24,36840,28204,24,14.47,635,6,6,0.766,home_improvement,RENT,0
L03027,43,59549,33748,60,21.8,641,1,4,0.567,education,RENT,0
L03028,23,46917,28267,12,16.47,637,10,5,0.602,vacation,OWN,0
L03029,45,78786,23236,12,18.18,779,0,3,0.295,home_improvement,RENT,0
L03030,55,34936,34615,60,12.4,341,20,6,0.991,medical,OWN,1
L03031,48,36954,3104,12,5.55,373,28,4,0.084,car,RENT,1
L03032,62,48527,19654,12,22.69,321,12,6,0.405,car,RENT,0
L03033,22,38338,47704,60,23.03,519,11,5,1.244,education,MORTGAGE,1
L03034,29,50961,44369,60,23.03,378,12,2,0.871,debt_consolidation,MORTGAGE,0
L03035,44,45498,5646,24,22.93,534,6,4,0.124,vacation,MORTGAGE,0
L03036,59,56591,23471,24,20.49,456,11,2,0.415,home_improvement,RENT,0
L03037,27,73145,27906,12,18.01,626,16,5,0.382,debt_consolidation,MORTGAGE,0
L03038,43,56283,23107,36,21.05,413,26,3,0.411,vacation,OWN,0
L03039,46,57922,49728,24,16.41,574,7,6,0.859,home_improvement,OWN,0
L03040,39,35968,16878,24,7.55,680,2,5,0.469,medical,MORTGAGE,0
L03041,38,52586,11145,36,12.43,319,6,2,0.212,vacation,MORTGAGE,0
L03042,33,47408,25042,36,23.45,508,18,8,0.528,home_improvement,MORTGAGE,1
L03043,27,67269,20226,60,11.67,459,19,6,0.301,car,RENT,0
L03044,47,41237,4802,24,21.49,337,7,9,0.116,vacation,OWN,0
L03045,48,39508,26119,48,6.77,417,13,3,0.661,home_improvement,OWN,0
L03046,29,60713,29185,48,11.35,689,13,4,0.481,education,MORTGAGE,0
L03047,40,90641,8105,12,11.67,676,1,8,0.089,car,MORTGAGE,0
L03048,63,51832,4749,24,5.98,675,5,7,0.092,car,RENT,0
L03049,22,58027,44949,48,7.26,341,15,8,0.775,debt_consolidation,RENT,0
L03050,50,72064,36129,24,8.67,769,25,9,0.501,home_improvement,RENT,0
L03051,56,64178,26512,24,20.92,757,8,8,0.413,debt_consolidation,MORTGAGE,0
L03052,61,64296,38541,48,6.2,429,25,8,0.599,education,RENT,1
L03053,35,53286,15495,24,10.68,327,24,6,0.291,debt_consolidation,OWN,0
L03054,56,53636,4064,36,5.19,625,20,2,0.076,medical,MORTGAGE,0
L03055,41,41407,32078,12,18.22,808,14,7,0.775,debt_consolidation,RENT,0
L03056,34,63754,32011,60,16.79,624,18,4,0.502,debt_consolidation,MORTGAGE,0
L03057,59,63343,7616,48,17.25,459,14,3,0.12,medical,MORTGAGE,0
L03058,29,67908,9975,60,12.11,815,21,4,0.147,medical,RENT,0
L03059,64,46214,12960,12,8.96,553,11,4,0.28,vacation,RENT,0
L03060,41,69942,29992,36,18.69,547,8,3,0.429,debt_consolidation,MORTGAGE,0
L03061,54,75400,23387,36,20.41,652,15,9,0.31,car,RENT,0
L03062,47,33148,17324,36,7.63,697,5,3,0.523,medical,OWN,0
L03063,60,49656,8243,36,14.25,502,19,2,0.166,home_improvement,OWN,1
L03064,42,76150,34628,48,9.73,601,27,1,0.455,vacation,RENT,0
L03065,63,43307,11560,48,8.19,447,26,1,0.267,vacation,RENT,0
L03066,64,64517,49452,24,18.95,520,14,5,0.766,debt_consolidation,RENT,0
L03067,62,55154,43098,24,15.22,562,12,5,0.781,education,RENT,0
L03068,30,60955,6923,12,9.11,595,20,9,0.114,car,OWN,0
L03069,45,55703,41235,24,10.89,614,22,4,0.74,education,OWN,0
L03070,58,68431,23325,12,23.37,591,9,5,0.341,education,RENT,0
L03071,62,36612,29949,12,21.12,330,13,6,0.818,medical,MORTGAGE,0
L03072,38,38560,24821,12,21.72,343,28,7,0.644,home_improvement,RENT,0
L03073,45,81361,8076,36,13.74,433,2,9,0.099,debt_consolidation,MORTGAGE,0
L03074,42,92806,24032,60,16.85,648,29,6,0.259,car,RENT,0
L03075,60,54902,10001,60,12.16,518,11,1,0.182,debt_consolidation,RENT,0
L03076,62,85874,17303,48,6.48,749,24,8,0.201,debt_consolidation,MORTGAGE,0
L03077,60,41108,18457,12,12.62,803,0,2,0.449,vacation,OWN,0
L03078,34,45431,43443,36,16.29,385,23,9,0.956,education,RENT,0
L03079,32,81234,14303,24,10.46,550,20,7,0.176,home_improvement,RENT,0
L03080,40,69473,17128,24,21.11,564,15,7,0.247,home_improvement,RENT,0
L03081,32,83915,20280,48,7.87,822,9,5,0.242,home_improvement,RENT,0
L03082,34,63434,41427,48,11.98,379,8,8,0.653,home_improvement,RENT,0
L03083,22,36774,33644,12,7.37,760,17,1,0.915,medical,OWN,0
L03084,61,59024,40014,12,12.69,551,0,3,0.678,medical,MORTGAGE,0
L03085,40,76636,8967,24,5.75,317,9,9,0.117,home_improvement,MORTGAGE,0
L03086,33,52610,8661,24,10.18,555,6,1,0.165,car,RENT,0
L03087,29,49844,14416,24,12.61,544,9,8,0.289,medical,MORTGAGE,0
L03088,29,63709,2510,24,14.09,452,11,6,0.039,medical,OWN,0
L03089,33,44928,43382,60,15.33,799,10,5,0.966,car,RENT,0
L03090,54,60319,37200,12,10.22,757,8,6,0.617,home_improvement,MORTGAGE,0
L03091,47,56143,3906,12,14.94,841,29,5,0.07,debt_consolidation,RENT,0
L03092,60,46172,27534,24,14.67,414,4,9,0.596,medical,RENT,0
L03093,49,72653,18448,36,11.01,746,26,2,0.254,debt_consolidation,RENT,0
L03094,26,66627,39696,24,20.77,652,3,6,0.596,debt_consolidation,OWN,0
L03095,29,48633,6710,48,15.37,840,19,4,0.138,car,RENT,0
L03096,46,54730,46308,36,11.31,621,27,3,0.846,home_improvement,MORTGAGE,0
L03097,48,50117,40892,48,23.0,758,12,5,0.816,education,OWN,0
L03098,44,43504,42605,36,21.06,525,7,2,0.979,debt_consolidation,RENT,0
L03099,51,24431,17583,48,23.67,660,15,3,0.72,home_improvement,RENT,0
L03100,44,46291,19184,24,18.15,830,0,7,0.414,vacation,MORTGAGE,0
L03101,41,43767,26853,24,12.19,411,16,1,0.614,education,OWN,0
L03102,39,57068,8109,36,10.34,511,14,2,0.142,education,RENT,0
L03103,39,62932,44677,48,17.6,532,23,3,0.71,education,MORTGAGE,0
L03104,23,40560,8659,60,23.64,458,14,7,0.213,home_improvement,RENT,0
L03105,25,61722,3238,36,16.91,623,17,4,0.052,car,RENT,0
L03106,51,37787,17064,36,21.75,392,25,8,0.452,car,OWN,0
L03107,54,52744,33115,12,11.25,547,5,8,0.628,vacation,OWN,1
L03108,57,44156,33952,36,12.73,440,1,1,0.769,car,RENT,1
L03109,39,68431,7620,60,22.22,703,4,5,0.111,home_improvement,RENT,0
L03110,58,57101,36254,24,19.38,703,18,1,0.635,education,RENT,0
L03111,40,53016,39449,48,23.65,713,6,7,0.744,home_improvement,MORTGAGE,0
L03112,49,43745,46258,12,19.72,739,8,4,1.057,education,RENT,0
L03113,61,49080,6470,48,13.52,532,1,8,0.132,home_improvement,RENT,0
L03114,41,87923,24003,24,15.09,492,6,8,0.273,car,MORTGAGE,0
L03115,54,45980,29571,36,22.11,398,28,9,0.643,home_improvement,RENT,1
L03116,33,63629,26668,60,15.48,412,28,6,0.419,medical,RENT,0
L03117,36,52972,13723,12,9.85,835,23,7,0.259,education,OWN,0
L03118,62,63114,48656,60,13.28,580,13,7,0.771,education,OWN,0
L03119,60,70065,33040,60,14.81,822,25,5,0.472,vacation,OWN,0
L03120,23,48628,41945,60,6.84,649,23,7,0.863,medical,RENT,0
L03121,50,67775,47969,60,19.13,615,22,9,0.708,home_improvement,MORTGAGE,0
L03122,62,104619,34046,24,7.08,799,29,4,0.325,car,RENT,0
L03123,31,65215,7441,60,12.69,836,14,2,0.114,vacation,RENT,0
L03124,23,84044,13719,60,20.29,735,11,8,0.163,medical,RENT,0
L03125,32,63658,7397,24,13.88,822,19,7,0.116,home_improvement,MORTGAGE,0
L03126,34,38224,36389,48,21.0,743,3,6,0.952,car,OWN,0
L03127,31,59962,19945,24,11.5,507,25,7,0.333,home_improvement,MORTGAGE,0
L03128,35,49053,24233,36,23.2,575,12,3,0.494,education,MORTGAGE,0
L03129,39,44273,19800,24,8.98,796,28,6,0.447,medical,RENT,0
L03130,30,53693,6190,48,5.73,596,8,7,0.115,medical,RENT,0
L03131,60,52214,39822,36,21.58,673,11,7,0.763,vacation,OWN,0
